Image File,Replaced Feature Indices,Original Latent Values,Replaced (Median) Values
town7_008244.png,"13, 114, 25, 45, 31, 78, 32, 18, 90, 118, 68, 4, 19, 16, 106, 98, 117, 54, 73, 103, 57, 87, 0, 125, 92, 29, 5, 94","-1.4347562, -0.64882344, 0.22497113, -1.176065, -0.56650645, 0.5507644, -2.9095113, -1.2726905, -0.37688243, -0.71917766, -1.2374412, -0.4452797, 0.07469198, -1.0692532, -0.9515059, 2.4325645, -0.28757814, -1.8300451, 1.7329592, -0.46126863, -1.3567646, -2.0140483, -0.43535575, -0.4606223, 1.1238476, 1.1159039, -0.77591544, -2.7262964","-0.46999565, 0.15379539, -0.15588233, -0.375064, 0.11364317, -0.0933437, -0.00081614964, -0.48548484, 0.010356359, -0.37865162, -0.72544944, 0.55283475, 1.109619, 0.35479787, 0.10639665, 0.32579216, 0.09155205, -1.0197315, 0.7272418, 0.1530613, 0.02738389, -0.16165099, -0.10394335, 0.1854067, 0.18834338, 0.86721164, -0.2609601, -0.2617772"
town7_008247.png,"13, 114, 25, 32, 45, 18, 31, 106, 90, 98, 78, 118, 117, 4, 19, 16, 0, 73, 68, 103, 54, 57, 87, 71, 5","-1.3726349, -0.28070122, 0.6266843, -2.8388634, -1.2726936, -1.154841, -0.44931036, -0.9841303, -0.3615216, 2.472108, 0.5328794, -0.8203503, -0.541193, -0.25662398, 0.061436523, -1.1573532, -0.37298623, 1.7118919, -1.2900844, -0.7235591, -1.6644102, -1.4856641, -1.9151843, -1.8501321, -0.9901723","-0.46999565, 0.15379539, -0.15588233, -0.00081614964, -0.375064, -0.48548484, 0.11364317, 0.10639665, 0.010356359, 0.32579216, -0.0933437, -0.37865162, 0.09155205, 0.55283475, 1.109619, 0.35479787, -0.10394335, 0.7272418, -0.72544944, 0.1530613, -1.0197315, 0.02738389, -0.16165099, -0.16604048, -0.2609601"
town7_008256.png,"13, 45, 25, 114, 18, 31, 16, 32, 78, 4, 90, 106, 73, 117, 68, 19, 92, 98, 118, 0, 5, 103, 29, 54, 15, 71, 11, 123, 24, 87, 125, 75, 62, 94","-1.6082827, -1.4299328, 0.60516775, -0.61002946, -0.8797027, -0.39472035, -1.2578149, -2.5394292, 0.41701075, -0.303765, -0.36649576, -1.0952739, 1.5601513, -0.26792482, -1.1039217, -0.09243149, 0.99142146, 2.3460107, -0.8430448, -0.4071898, -0.7367184, -0.629744, 0.7439949, -1.855311, 0.14398167, -1.9540524, 0.8260962, -1.9172798, -0.44063, -2.301735, -0.4010416, -0.91005343, -0.19845042, -2.7171283","-0.46999565, -0.375064, -0.15588233, 0.15379539, -0.48548484, 0.11364317, 0.35479787, -0.00081614964, -0.0933437, 0.55283475, 0.010356359, 0.10639665, 0.7272418, 0.09155205, -0.72544944, 1.109619, 0.18834338, 0.32579216, -0.37865162, -0.10394335, -0.2609601, 0.1530613, 0.86721164, -1.0197315, -0.4501086, -0.16604048, -0.12836362, -0.4034174, -0.36390463, -0.16165099, 0.1854067, 0.6283645, -0.5546942, -0.2617772"
town7_008257.png,"13, 25, 114, 45, 32, 78, 90, 19, 98, 18, 106, 118, 16, 31, 68, 0, 4, 73, 117, 54, 57, 103, 125, 123, 71","-1.4217924, 0.25965387, -0.24950401, -1.3434883, -2.6188524, 0.7919135, -0.2830203, 0.06813914, 2.3375661, -1.2264932, -0.7854136, -0.57461715, -1.2952037, -0.90709513, -1.091435, -0.36375278, -0.28772223, 1.6996788, -0.19524962, -1.8298291, -1.0851902, -0.83182156, -0.32392612, -1.7890934, -1.6614647","-0.46999565, -0.15588233, 0.15379539, -0.375064, -0.00081614964, -0.0933437, 0.010356359, 1.109619, 0.32579216, -0.48548484, 0.10639665, -0.37865162, 0.35479787, 0.11364317, -0.72544944, -0.10394335, 0.55283475, 0.7272418, 0.09155205, -1.0197315, 0.02738389, 0.1530613, 0.1854067, -0.4034174, -0.16604048"
town7_008258.png,"13, 114, 25, 32, 45, 98, 31, 78, 18, 90, 118, 4, 16, 106, 68, 0, 54, 19, 73, 117, 103, 57, 92, 71, 87, 29, 125, 14, 5, 123","-1.6608864, -0.34314108, 0.21664664, -2.880819, -1.1401995, 2.7234387, -0.3057686, 0.55131304, -1.0028025, -0.11628884, -1.1142542, -0.33324996, -1.0165007, -1.3674543, -1.0354611, -0.30858493, -1.7382551, -0.13701147, 1.4154625, -0.12539798, -0.6513129, -1.2662184, 0.981583, -2.0467844, -2.2241385, 0.9763056, -0.25964206, 0.411721, -0.5973362, -1.9733572","-0.46999565, 0.15379539, -0.15588233, -0.00081614964, -0.375064, 0.32579216, 0.11364317, -0.0933437, -0.48548484, 0.010356359, -0.37865162, 0.55283475, 0.35479787, 0.10639665, -0.72544944, -0.10394335, -1.0197315, 1.109619, 0.7272418, 0.09155205, 0.1530613, 0.02738389, 0.18834338, -0.16604048, -0.16165099, 0.86721164, 0.1854067, -0.47592828, -0.2609601, -0.4034174"
town7_008259.png,"13, 114, 25, 45, 32, 78, 18, 106, 90, 16, 31, 118, 0, 98, 68, 4, 117, 103, 73, 54, 19, 57, 87, 125, 92, 5, 29, 123, 20, 24, 71","-1.638799, -0.41001204, 0.43693906, -1.1786838, -2.935367, 0.5838013, -1.0986881, -0.6637488, -0.11767274, -0.971216, -0.6030971, -0.63765967, -0.49631894, 2.5240388, -1.1214089, -0.36319768, -0.08733863, -0.65809333, 1.5849302, -1.8978382, -0.07536605, -1.4312124, -1.937419, 0.04977736, 1.0404952, -0.7790629, 0.79935354, -1.9372834, 0.23624736, -0.32654414, -1.8679773","-0.46999565, 0.15379539, -0.15588233, -0.375064, -0.00081614964, -0.0933437, -0.48548484, 0.10639665, 0.010356359, 0.35479787, 0.11364317, -0.37865162, -0.10394335, 0.32579216, -0.72544944, 0.55283475, 0.09155205, 0.1530613, 0.7272418, -1.0197315, 1.109619, 0.02738389, -0.16165099, 0.1854067, 0.18834338, -0.2609601, 0.86721164, -0.4034174, -0.094660535, -0.36390463, -0.16604048"
town7_008261.png,"13, 114, 45, 25, 32, 18, 31, 78, 98, 16, 68, 90, 106, 19, 117, 4, 118, 0, 92, 73, 103, 11, 54, 5, 14, 24, 57, 87, 29, 101, 62, 15, 94, 71, 42, 125, 124, 82","-1.4882019, -0.48668203, -1.1955035, 0.4935166, -2.761479, -1.1463245, -0.25192142, 0.7190057, 2.3848863, -1.3182495, -1.1642832, -0.22945648, -1.2104821, 0.15655145, -0.2456943, -0.39150837, -0.8467595, -0.23972157, 1.3141177, 1.474479, -0.52493554, 0.75858957, -1.7864695, -0.85139024, 0.41540283, -0.041349858, -1.3841242, -2.0871022, 1.1345456, -1.3707772, -0.40911484, 0.03635467, -2.694319, -1.8879403, -0.30733874, -0.56968176, 0.53018606, -1.5772899","-0.46999565, 0.15379539, -0.375064, -0.15588233, -0.00081614964, -0.48548484, 0.11364317, -0.0933437, 0.32579216, 0.35479787, -0.72544944, 0.010356359, 0.10639665, 1.109619, 0.09155205, 0.55283475, -0.37865162, -0.10394335, 0.18834338, 0.7272418, 0.1530613, -0.12836362, -1.0197315, -0.2609601, -0.47592828, -0.36390463, 0.02738389, -0.16165099, 0.86721164, -0.16187233, -0.5546942, -0.4501086, -0.2617772, -0.16604048, -0.4263797, 0.1854067, -0.12082182, 0.26073596"
town7_008264.png,"13, 114, 18, 25, 45, 78, 32, 98, 106, 31, 16, 117, 118, 90, 19, 4, 68, 73, 5, 103, 0, 87, 62, 24, 125, 54, 92, 29, 56, 124, 127, 57, 14, 71, 15, 41, 11, 94, 42, 58, 101, 82","-1.4847364, -0.29153436, -1.0838349, 0.79967666, -1.2708056, 0.54789555, -2.8557935, 2.3480372, -1.1233488, -0.39716533, -1.6141354, -0.42026877, -0.5520091, -0.48329806, -0.19385865, -0.3133112, -1.3568699, 1.3272802, -0.98989415, -0.6010166, -0.37513062, -2.1104906, 0.04884465, -0.50154173, -0.28778693, -2.006249, 0.9683202, 0.9867736, 2.1348283, 0.76924866, -0.32099786, -1.3277622, 0.2532691, -2.0186303, 0.112747975, -1.7118245, 0.64577043, -2.7529817, -0.3338825, 1.0868611, -1.2029845, -1.3771074","-0.46999565, 0.15379539, -0.48548484, -0.15588233, -0.375064, -0.0933437, -0.00081614964, 0.32579216, 0.10639665, 0.11364317, 0.35479787, 0.09155205, -0.37865162, 0.010356359, 1.109619, 0.55283475, -0.72544944, 0.7272418, -0.2609601, 0.1530613, -0.10394335, -0.16165099, -0.5546942, -0.36390463, 0.1854067, -1.0197315, 0.18834338, 0.86721164, -0.4149109, -0.12082182, -0.65790457, 0.02738389, -0.47592828, -0.16604048, -0.4501086, -0.052084185, -0.12836362, -0.2617772, -0.4263797, -0.1265516, -0.16187233, 0.26073596"
town7_008268.png,"13, 32, 114, 25, 18, 45, 78, 98, 31, 16, 19, 106, 90, 4, 118, 68, 117, 57, 54, 0, 103, 125, 123","-1.6812387, -2.8719654, -0.4901708, 0.5049263, -1.13268, -1.2582515, 0.70538455, 2.805086, -0.634145, -1.1170259, 0.16702567, -1.0220972, -0.45515865, -0.5902862, -0.71623033, -1.3023742, -0.11669564, -1.2212223, -1.8635693, -0.41236767, -0.77451855, -0.45615506, -1.9568747","-0.46999565, -0.00081614964, 0.15379539, -0.15588233, -0.48548484, -0.375064, -0.0933437, 0.32579216, 0.11364317, 0.35479787, 1.109619, 0.10639665, 0.010356359, 0.55283475, -0.37865162, -0.72544944, 0.09155205, 0.02738389, -1.0197315, -0.10394335, 0.1530613, 0.1854067, -0.4034174"
town7_008271.png,"13, 25, 114, 32, 31, 45, 78, 18, 90, 98, 19, 117, 16, 68, 118, 106, 4, 73, 103, 92, 0, 54, 87, 14, 125, 71, 57, 29, 11, 42, 24, 15, 3, 5, 62, 123, 26, 75, 101","-1.7888868, 0.13963455, -0.36260083, -2.5950613, -0.23833093, -0.98439705, 0.7551005, -0.9484073, -0.53670764, 2.5191996, -0.004478092, -0.29117405, -1.3927264, -1.4039402, -0.82792175, -0.9187266, -0.36869296, 1.4487448, -0.50508136, 1.1222147, -0.27333453, -1.9266807, -1.9166008, 0.4193993, 0.093177706, -2.1022508, -1.228023, 0.9511946, 0.6743713, -0.34584117, -0.07283495, -0.051900037, 1.2687976, -0.9064838, -0.18078636, -2.1980019, 0.46116394, -0.7868298, -1.0706272","-0.46999565, -0.15588233, 0.15379539, -0.00081614964, 0.11364317, -0.375064, -0.0933437, -0.48548484, 0.010356359, 0.32579216, 1.109619, 0.09155205, 0.35479787, -0.72544944, -0.37865162, 0.10639665, 0.55283475, 0.7272418, 0.1530613, 0.18834338, -0.10394335, -1.0197315, -0.16165099, -0.47592828, 0.1854067, -0.16604048, 0.02738389, 0.86721164, -0.12836362, -0.4263797, -0.36390463, -0.4501086, -0.15164003, -0.2609601, -0.5546942, -0.4034174, -0.16939524, 0.6283645, -0.16187233"
town7_008343.png,"13, 45, 25, 18, 114, 82, 42, 68, 106, 24, 58, 4","0.3155409, -2.4036498, 0.86222106, -0.5801446, 1.1075265, 3.1110165, -2.4421725, 2.9785662, 0.2924305, 2.0781865, -0.35307163, 3.4202232","-0.46999565, -0.375064, -0.15588233, -0.48548484, 0.15379539, 0.26073596, -0.4263797, -0.72544944, 0.10639665, -0.36390463, -0.1265516, 0.55283475"
town7_008349.png,"25, 13, 88, 24, 19, 11, 45, 32, 42, 0, 92, 14, 114, 73, 31, 68, 124, 46, 62, 117, 91, 103, 110, 3, 16, 20, 93, 94, 28, 56, 106, 98, 15, 10, 87, 127, 18","1.416697, 2.2412658, -1.1441188, 0.6714295, 0.79520845, 1.1752727, -0.11064354, 0.24159873, 1.589338, 3.5931265, -0.5219978, 2.3285432, -0.0518768, -0.92488796, 0.4034958, 0.77600366, -1.2759699, 0.0433066, 0.10131901, -0.12433268, 1.2315341, 0.6206815, 0.15769295, 2.6361177, 0.5162178, -1.1384017, 0.23069893, -3.227936, -1.6621695, -1.2601243, -0.7580764, 3.1426735, -2.1368, 1.3302436, 1.3046001, 0.4566883, 0.7909193","-0.15588233, -0.46999565, -0.28094766, -0.36390463, 1.109619, -0.12836362, -0.375064, -0.00081614964, -0.4263797, -0.10394335, 0.18834338, -0.47592828, 0.15379539, 0.7272418, 0.11364317, -0.72544944, -0.12082182, -0.22312966, -0.5546942, 0.09155205, 0.21297407, 0.1530613, -0.69423443, -0.15164003, 0.35479787, -0.094660535, 0.19767109, -0.2617772, -0.013912097, -0.4149109, 0.10639665, 0.32579216, -0.4501086, -0.13561094, -0.16165099, -0.65790457, -0.48548484"
town7_008352.png,"11, 92, 45, 24, 13, 42, 68, 25, 88, 28, 14, 32, 3, 19, 31, 16, 73, 114, 46","0.97071695, 0.45545107, 0.24342543, 0.4882743, 1.7155571, 2.1381595, 3.4913657, 0.81770706, -1.5175161, -0.26878756, 2.3667767, 1.6110501, 5.805437, 1.8631673, 0.44904664, -0.4029092, 0.080869764, 2.1893559, 1.8447117","-0.12836362, 0.18834338, -0.375064, -0.36390463, -0.46999565, -0.4263797, -0.72544944, -0.15588233, -0.28094766, -0.013912097, -0.47592828, -0.00081614964, -0.15164003, 1.109619, 0.11364317, 0.35479787, 0.7272418, 0.15379539, -0.22312966"
town7_008367.png,"13, 114, 18, 90, 45, 31, 118, 25, 32, 98, 87, 78, 125, 101","0.4453931, -0.32859442, 0.9186193, 1.9971788, -0.5420926, -1.1664649, 1.3173524, -0.044532806, -1.3130137, -0.03478998, 0.289868, -1.3483582, 2.0252244, 0.3115539","-0.46999565, 0.15379539, -0.48548484, 0.010356359, -0.375064, 0.11364317, -0.37865162, -0.15588233, -0.00081614964, 0.32579216, -0.16165099, -0.0933437, 0.1854067, -0.16187233"
town7_008371.png,"13, 78, 45, 90, 114, 98, 31, 32, 73, 57, 18, 19, 68, 87, 106, 25, 71, 4, 125, 103, 94, 127, 7, 16, 118, 26, 75, 92, 54, 62, 77, 88, 9, 110, 55, 101, 117, 0, 20, 41, 100, 10, 82, 35, 66, 1, 11, 102, 37","0.8869195, -1.1481638, 0.9391781, 1.9086818, -0.27237913, 1.2557603, -1.2733071, -1.0866128, 1.4200087, 2.7745159, 2.4485252, 0.24802981, 0.9696723, -1.0304654, -1.2736311, -0.34988934, -2.183192, -0.20031363, 1.3992084, -1.0040603, 1.7733712, -1.4533461, 0.8422398, -0.13012797, 2.4746284, -0.09259401, 1.7334999, 0.50485575, -0.62956184, -2.9597418, 1.2288477, 0.50922704, 1.8151604, -0.6389729, -1.7837287, 0.42478678, -0.90426946, 0.12717661, 0.045607194, -0.35905617, 1.6011356, -0.6616893, 0.13021073, -0.9269727, -0.6178142, 0.25513738, -1.0585773, 0.46452862, -1.0443609","-0.46999565, -0.0933437, -0.375064, 0.010356359, 0.15379539, 0.32579216, 0.11364317, -0.00081614964, 0.7272418, 0.02738389, -0.48548484, 1.109619, -0.72544944, -0.16165099, 0.10639665, -0.15588233, -0.16604048, 0.55283475, 0.1854067, 0.1530613, -0.2617772, -0.65790457, 0.11623812, 0.35479787, -0.37865162, -0.16939524, 0.6283645, 0.18834338, -1.0197315, -0.5546942, 0.3301296, -0.28094766, 0.6035311, -0.69423443, 0.1364678, -0.16187233, 0.09155205, -0.10394335, -0.094660535, -0.052084185, 0.073621884, -0.13561094, 0.26073596, -0.14945891, -0.4869386, 0.005797453, -0.12836362, -0.28494564, -0.6048033"
town7_008383.png,"13, 114, 18, 45, 57","-0.2507896, -0.43766665, 1.4810116, -0.2928911, 3.1773353","-0.46999565, 0.15379539, -0.48548484, -0.375064, 0.02738389"
town7_008408.png,"13, 114, 57, 18, 78, 98, 31, 125, 4, 32, 90, 68, 106, 9, 45, 101, 73, 118","-2.3097844, -0.64604086, 0.8063892, 0.29831037, -1.9745524, 1.1596619, -1.6166544, 0.74574435, 2.1454957, -1.9989895, 2.775464, -0.8004192, -2.0127287, 2.5508206, -0.3151426, 1.61452, 2.4322147, 3.9490368","-0.46999565, 0.15379539, 0.02738389, -0.48548484, -0.0933437, 0.32579216, 0.11364317, 0.1854067, 0.55283475, -0.00081614964, 0.010356359, -0.72544944, 0.10639665, 0.6035311, -0.375064, -0.16187233, 0.7272418, -0.37865162"
town7_008526.png,"13, 68, 90, 114, 32","0.24993236, 1.1091259, 2.1525474, 0.24670091, 0.8024101","-0.46999565, -0.72544944, 0.010356359, 0.15379539, -0.00081614964"
town7_008538.png,"13, 32, 114, 68","-0.3865163, 0.39959863, -0.021506593, 1.7816715","-0.46999565, -0.00081614964, 0.15379539, -0.72544944"
town7_008559.png,"13, 114","-0.6197432, -0.35950488","-0.46999565, 0.15379539"
town7_008570.png,"13, 114, 31, 90, 32, 117, 18, 68, 125, 45, 78, 19, 4, 82, 24, 92, 29, 16, 57, 106, 98, 103, 118, 25, 87, 101, 123, 50, 22, 73, 58, 54, 62, 71, 14, 1, 9, 28, 88, 127, 11, 56, 3, 20, 42","-1.9314967, -0.57123005, -0.761891, 1.7430629, -0.92771804, -2.2225623, 0.9059722, 1.8836379, 0.42731154, -2.0157747, -2.489623, 0.21337089, 0.89029586, -0.88977224, -0.34710842, -0.47020942, 3.292376, 1.8350106, -0.32441452, -1.7718751, -1.7901615, 0.49992585, 0.051841788, -0.8694965, 1.5364496, 1.2347628, 1.5576037, 3.025658, 2.9238899, 1.0489186, 0.22950085, -1.302397, -2.9155138, -1.2107933, -3.7409375, -0.30700958, 1.0717597, 4.1777706, 0.8767965, -3.7562659, -2.2215338, -0.83235323, -2.0380743, -3.013629, -2.2341692","-0.46999565, 0.15379539, 0.11364317, 0.010356359, -0.00081614964, 0.09155205, -0.48548484, -0.72544944, 0.1854067, -0.375064, -0.0933437, 1.109619, 0.55283475, 0.26073596, -0.36390463, 0.18834338, 0.86721164, 0.35479787, 0.02738389, 0.10639665, 0.32579216, 0.1530613, -0.37865162, -0.15588233, -0.16165099, -0.16187233, -0.4034174, 0.12891746, -0.7233548, 0.7272418, -0.1265516, -1.0197315, -0.5546942, -0.16604048, -0.47592828, 0.005797453, 0.6035311, -0.013912097, -0.28094766, -0.65790457, -0.12836362, -0.4149109, -0.15164003, -0.094660535, -0.4263797"
town7_008583.png,13,-1.5792307,-0.46999565
town7_008617.png,"13, 32","-0.22298527, 1.0497054","-0.46999565, -0.00081614964"
town7_008641.png,"13, 45, 90, 32, 118, 114, 4, 19, 25, 31, 78, 18, 103, 57, 125, 117, 54, 106, 98, 68, 62, 26, 87, 92, 15, 71, 56, 20","-2.495563, 0.51618993, 0.29998478, -0.11737068, 0.5879908, 0.034285843, -0.23491141, 0.83564997, -0.038609043, 0.22292711, -2.1595147, 2.2590048, -1.1090024, 0.5934503, 0.7894168, 0.44521123, -1.8710107, 1.1296321, 0.42121026, 1.0474423, -2.6091015, -2.3848453, 0.7954159, -2.3776758, 0.40056425, -0.32866412, -0.5346205, -1.1877065","-0.46999565, -0.375064, 0.010356359, -0.00081614964, -0.37865162, 0.15379539, 0.55283475, 1.109619, -0.15588233, 0.11364317, -0.0933437, -0.48548484, 0.1530613, 0.02738389, 0.1854067, 0.09155205, -1.0197315, 0.10639665, 0.32579216, -0.72544944, -0.5546942, -0.16939524, -0.16165099, 0.18834338, -0.4501086, -0.16604048, -0.4149109, -0.094660535"
town7_008648.png,13,-2.1044617,-0.46999565
town7_008669.png,"13, 24, 45, 114, 68, 31, 32, 92, 25, 11, 82, 4, 62, 117, 19, 78, 88, 42, 16, 106, 90, 20, 14, 18, 3, 73, 56, 28, 103, 57, 110, 127, 87, 10, 1, 46, 22, 5, 26, 58, 0, 15, 29, 118, 41, 40, 101, 125, 120, 98, 83, 50, 77, 71, 94, 9, 123, 74","-0.76908803, 1.150437, -0.68404764, -0.20750922, 1.2831297, -0.3656138, 1.1702207, -0.03697801, 0.595914, -2.3615968, -0.14720346, 1.7383796, -2.328701, -0.81303954, 1.1427519, -2.604917, 1.2111495, -0.32669562, 1.9049463, -0.81719387, 1.5510901, -1.5238924, -1.5331416, 0.5890344, -2.4220493, 1.0230563, 0.04793176, 3.2964985, 0.288738, 0.8221801, 2.1090598, -3.234118, 0.15008995, 1.6573436, 1.2338114, 1.5259389, 0.26183784, -0.5247605, -1.7087259, 0.767737, 0.714072, -0.9483352, 1.828095, -0.35597265, 0.87950855, -0.9931507, 0.4433614, 1.2280437, 0.09261551, -1.9978697, -1.221773, 2.4155345, -0.027790513, -1.1005093, 1.1525604, -0.053284172, 1.878235, 3.088942","-0.46999565, -0.36390463, -0.375064, 0.15379539, -0.72544944, 0.11364317, -0.00081614964, 0.18834338, -0.15588233, -0.12836362, 0.26073596, 0.55283475, -0.5546942, 0.09155205, 1.109619, -0.0933437, -0.28094766, -0.4263797, 0.35479787, 0.10639665, 0.010356359, -0.094660535, -0.47592828, -0.48548484, -0.15164003, 0.7272418, -0.4149109, -0.013912097, 0.1530613, 0.02738389, -0.69423443, -0.65790457, -0.16165099, -0.13561094, 0.005797453, -0.22312966, -0.7233548, -0.2609601, -0.16939524, -0.1265516, -0.10394335, -0.4501086, 0.86721164, -0.37865162, -0.052084185, -0.44911847, -0.16187233, 0.1854067, -0.8295667, 0.32579216, -0.67913777, 0.12891746, 0.3301296, -0.16604048, -0.2617772, 0.6035311, -0.4034174, 0.7273235"
town7_008739.png,"13, 18, 25, 45, 106, 31, 114, 78, 19, 4, 42, 117, 0, 32, 103, 16, 118, 68, 11, 87, 24, 71, 98, 55, 92, 75, 28, 15, 3, 54, 5, 57, 90, 20, 94, 73, 62, 56, 40, 125, 26, 127, 8, 82, 123, 27, 14, 110","-1.5270712, -0.29598427, 2.4342713, -0.32175156, 0.97590005, -0.016010255, -0.10343164, -1.7885059, 2.1229863, 2.5777247, -0.88381004, -0.15912634, -0.11116654, -0.9637008, 1.8136513, -1.2258477, 0.56435746, -1.2751365, -0.3408232, -0.45922297, 1.6582848, -0.47395015, 1.2949187, -0.15547706, -0.8044137, -0.40187144, 0.12925912, -1.3800368, -0.9820585, -0.6062396, 0.7265581, 0.36469907, -0.37658808, 0.21902046, -1.8733776, 0.7568623, -0.6935723, -0.26561433, 0.29596174, 1.0287149, -0.3586792, -0.6741027, 2.639679, 0.39701772, 1.7775756, -0.89141095, 0.73554635, 0.62320733","-0.46999565, -0.48548484, -0.15588233, -0.375064, 0.10639665, 0.11364317, 0.15379539, -0.0933437, 1.109619, 0.55283475, -0.4263797, 0.09155205, -0.10394335, -0.00081614964, 0.1530613, 0.35479787, -0.37865162, -0.72544944, -0.12836362, -0.16165099, -0.36390463, -0.16604048, 0.32579216, 0.1364678, 0.18834338, 0.6283645, -0.013912097, -0.4501086, -0.15164003, -1.0197315, -0.2609601, 0.02738389, 0.010356359, -0.094660535, -0.2617772, 0.7272418, -0.5546942, -0.4149109, -0.44911847, 0.1854067, -0.16939524, -0.65790457, 0.2050743, 0.26073596, -0.4034174, -0.3174376, -0.47592828, -0.69423443"
town7_008741.png,"13, 45, 25","-1.3410803, -0.71757853, 2.278052","-0.46999565, -0.375064, -0.15588233"
town7_008842.png,"13, 42, 92, 68, 114, 45, 31, 14","2.143664, 3.6824286, 2.743921, -1.4962736, 2.6837835, -0.12969834, -0.14177437, 4.388071","-0.46999565, -0.4263797, 0.18834338, -0.72544944, 0.15379539, -0.375064, 0.11364317, -0.47592828"
town7_008857.png,"13, 114, 92, 31, 45, 68, 18, 117, 32, 90, 25, 42, 78, 73, 16, 24, 14, 125, 62, 106, 19, 4, 56","-2.193527, 0.7306094, -1.0471696, -0.12090089, 0.21035674, -0.30281898, -1.038919, -0.37921253, 0.7220957, 0.9718629, 0.7919483, 0.004645139, 0.6919994, -0.42396912, 0.1966927, -0.879394, -2.9358373, -0.5265008, -1.8894758, -1.679404, 1.4671708, -1.7398436, -2.170863","-0.46999565, 0.15379539, 0.18834338, 0.11364317, -0.375064, -0.72544944, -0.48548484, 0.09155205, -0.00081614964, 0.010356359, -0.15588233, -0.4263797, -0.0933437, 0.7272418, 0.35479787, -0.36390463, -0.47592828, 0.1854067, -0.5546942, 0.10639665, 1.109619, 0.55283475, -0.4149109"
town7_008869.png,"13, 114, 31, 92, 18, 45, 117, 73, 25, 32, 68, 16, 42, 24, 4, 90, 29, 78, 106, 19, 11, 125, 14, 62, 28, 9","-2.641847, 0.2738991, -0.056478158, -1.439064, -0.70717, -0.4794302, -0.2982341, -0.53182966, 1.1295297, 0.5706655, -0.83706343, 0.56894284, -0.07805102, -0.81993127, -2.487155, 0.44590777, 4.7565594, 0.12802216, -1.8871894, 1.9507769, -2.6496503, -1.0428803, -2.7540169, -1.6202644, 1.3488219, -2.673305","-0.46999565, 0.15379539, 0.11364317, 0.18834338, -0.48548484, -0.375064, 0.09155205, 0.7272418, -0.15588233, -0.00081614964, -0.72544944, 0.35479787, -0.4263797, -0.36390463, 0.55283475, 0.010356359, 0.86721164, -0.0933437, 0.10639665, 1.109619, -0.12836362, 0.1854067, -0.47592828, -0.5546942, -0.013912097, 0.6035311"
town7_008884.png,"13, 114, 31, 92, 45, 18, 117, 125, 32, 25, 73, 78, 42, 90, 16, 4, 29, 68, 19, 106, 14, 98, 9, 127, 10, 87, 88, 36, 56, 11, 28, 123, 62, 101, 118, 24, 103, 100, 55, 47, 57, 27, 3, 26, 82, 5, 6, 83, 37, 110, 49, 71, 15, 124, 77","-2.6162984, 0.44809675, 0.22024074, -1.5180275, -0.15715976, -0.8451235, -0.35766366, -0.90486646, 0.3401787, 1.0092562, -0.53380585, 0.25434464, -0.01576604, 0.76604974, 0.8637149, -2.7578645, 4.646252, -0.819563, 1.9443899, -1.7280096, -2.7365563, 1.0164398, -2.5089664, 0.92224383, -0.07917668, 0.38094395, 1.3448294, -1.9029144, -2.292818, -3.1391237, 1.3978281, -0.09190968, -1.9464445, 1.9299322, -0.17354894, -1.2481779, 1.5025244, 0.28356767, -0.6338659, 1.2185402, -1.5668676, -3.516651, 0.13058297, 1.61173, -0.9792871, -0.9910301, -1.8910761, 0.24641609, -1.1386524, -0.7186852, -1.0632168, -3.8358102, 1.8674754, -1.1990087, -3.0536585","-0.46999565, 0.15379539, 0.11364317, 0.18834338, -0.375064, -0.48548484, 0.09155205, 0.1854067, -0.00081614964, -0.15588233, 0.7272418, -0.0933437, -0.4263797, 0.010356359, 0.35479787, 0.55283475, 0.86721164, -0.72544944, 1.109619, 0.10639665, -0.47592828, 0.32579216, 0.6035311, -0.65790457, -0.13561094, -0.16165099, -0.28094766, -0.7332276, -0.4149109, -0.12836362, -0.013912097, -0.4034174, -0.5546942, -0.16187233, -0.37865162, -0.36390463, 0.1530613, 0.073621884, 0.1364678, -0.30911452, 0.02738389, -0.3174376, -0.15164003, -0.16939524, 0.26073596, -0.2609601, 0.59702635, -0.67913777, -0.6048033, -0.69423443, 0.20886245, -0.16604048, -0.4501086, -0.12082182, 0.3301296"
town7_008892.png,"13, 114, 31, 45, 92, 18, 25, 73, 117, 32, 90, 68, 78, 42, 16, 14, 125, 106, 19, 4, 56, 62, 127, 11, 24","-2.343868, 0.6344714, -0.14393759, -0.23994505, -1.6668036, -0.73173445, 1.0599834, -0.5962341, -0.21223572, 0.41688246, 0.6935768, -0.59414816, 0.42136806, -0.10494982, 0.3998122, -2.770291, -0.79295415, -1.5769043, 1.955617, -2.7867637, -2.3499148, -1.6582303, 0.83042216, -2.6041884, -1.3068186","-0.46999565, 0.15379539, 0.11364317, -0.375064, 0.18834338, -0.48548484, -0.15588233, 0.7272418, 0.09155205, -0.00081614964, 0.010356359, -0.72544944, -0.0933437, -0.4263797, 0.35479787, -0.47592828, 0.1854067, 0.10639665, 1.109619, 0.55283475, -0.4149109, -0.5546942, -0.65790457, -0.12836362, -0.36390463"
